"fund_id","trade_date","nav_unit"
"162605","2021-10-11 00:00:00","2.999"
"162605","2021-10-08 00:00:00","3.033"
"162605","2021-09-30 00:00:00","2.991"
"162605","2021-09-29 00:00:00","2.945"
"162605","2021-09-28 00:00:00","2.954"
"162605","2021-09-27 00:00:00","2.961"
"162605","2021-09-24 00:00:00","2.823"
"162605","2021-09-23 00:00:00","2.747"
"162605","2021-09-22 00:00:00","2.762"
"162605","2021-09-17 00:00:00","2.808"
"162605","2021-09-16 00:00:00","2.71"
"162605","2021-09-15 00:00:00","2.687"
"162605","2021-09-14 00:00:00","2.751"
"162605","2021-09-13 00:00:00","2.756"
"162605","2021-09-10 00:00:00","2.777"
"162605","2021-09-09 00:00:00","2.739"
"162605","2021-09-08 00:00:00","2.748"
"162605","2021-09-07 00:00:00","2.789"
"162605","2021-09-06 00:00:00","2.789"
"162605","2021-09-03 00:00:00","2.704"
"162605","2021-09-02 00:00:00","2.662"
"162605","2021-09-01 00:00:00","2.721"
"162605","2021-08-31 00:00:00","2.65"
"162605","2021-08-30 00:00:00","2.689"
"162605","2021-08-27 00:00:00","2.683"
"162605","2021-08-26 00:00:00","2.698"
"162605","2021-08-25 00:00:00","2.769"
"162605","2021-08-24 00:00:00","2.721"
"162605","2021-08-23 00:00:00","2.665"
"162605","2021-08-20 00:00:00","2.622"
"162605","2021-08-19 00:00:00","2.77"
"162605","2021-08-18 00:00:00","2.796"
"162605","2021-08-17 00:00:00","2.814"
"162605","2021-08-16 00:00:00","2.936"
"162605","2021-08-13 00:00:00","2.919"
"162605","2021-08-12 00:00:00","2.916"
"162605","2021-08-11 00:00:00","2.975"
"162605","2021-08-10 00:00:00","3.036"
"162605","2021-08-09 00:00:00","2.924"
"162605","2021-08-06 00:00:00","2.885"
"162605","2021-08-05 00:00:00","2.925"
"162605","2021-08-04 00:00:00","2.952"
"162605","2021-08-03 00:00:00","3.003"
"162605","2021-08-02 00:00:00","2.926"
"162605","2021-07-30 00:00:00","2.855"
"162605","2021-07-29 00:00:00","2.986"
"162605","2021-07-28 00:00:00","2.971"
"162605","2021-07-27 00:00:00","2.927"
"162605","2021-07-26 00:00:00","3.036"
"162605","2021-07-23 00:00:00","3.203"
"162605","2021-07-22 00:00:00","3.276"
"162605","2021-07-21 00:00:00","3.33"
"162605","2021-07-20 00:00:00","3.328"
"162605","2021-07-19 00:00:00","3.33"
"162605","2021-07-16 00:00:00","3.273"
"162605","2021-07-15 00:00:00","3.343"
"162605","2021-07-14 00:00:00","3.307"
"162605","2021-07-13 00:00:00","3.307"
"162605","2021-07-12 00:00:00","3.284"
"162605","2021-07-09 00:00:00","3.195"
"162605","2021-07-08 00:00:00","3.24"
"162605","2021-07-07 00:00:00","3.305"
"162605","2021-07-06 00:00:00","3.249"
"162605","2021-07-05 00:00:00","3.3"
"162605","2021-07-02 00:00:00","3.318"
"162605","2021-07-01 00:00:00","3.467"
"162605","2021-06-30 00:00:00","3.418"
"162605","2021-06-29 00:00:00","3.386"
"162605","2021-06-28 00:00:00","3.416"
"162605","2021-06-25 00:00:00","3.385"
"162605","2021-06-24 00:00:00","3.335"
"162605","2021-06-23 00:00:00","3.332"
"162605","2021-06-22 00:00:00","3.367"
"162605","2021-06-21 00:00:00","3.322"
"162605","2021-06-18 00:00:00","3.332"
"162605","2021-06-17 00:00:00","3.348"
"162605","2021-06-16 00:00:00","3.332"
"162605","2021-06-15 00:00:00","3.41"
"162605","2021-06-11 00:00:00","3.439"
"162605","2021-06-10 00:00:00","3.492"
"162605","2021-06-09 00:00:00","3.449"
"162605","2021-06-08 00:00:00","3.442"
"162605","2021-06-07 00:00:00","3.547"
"162605","2021-06-04 00:00:00","3.553"
"162605","2021-06-03 00:00:00","3.532"
"162605","2021-06-02 00:00:00","3.537"
"162605","2021-06-01 00:00:00","3.574"
"162605","2021-05-31 00:00:00","3.537"
"162605","2021-05-28 00:00:00","3.543"
"162605","2021-05-27 00:00:00","3.579"
"162605","2021-05-26 00:00:00","3.568"
"162605","2021-05-25 00:00:00","3.598"
"162605","2021-05-24 00:00:00","3.465"
"162605","2021-05-21 00:00:00","3.428"
"162605","2021-05-20 00:00:00","3.456"
"162605","2021-05-19 00:00:00","3.43"
"162605","2021-05-18 00:00:00","3.436"
"162605","2021-05-17 00:00:00","3.445"
"162605","2021-05-14 00:00:00","3.34"
"162605","2021-05-13 00:00:00","3.278"
"162605","2021-05-12 00:00:00","3.286"
"162605","2021-05-11 00:00:00","3.236"
"162605","2021-05-10 00:00:00","3.165"
"162605","2021-05-07 00:00:00","3.185"
"162605","2021-05-06 00:00:00","3.26"
"162605","2021-04-30 00:00:00","3.382"
"162605","2021-04-29 00:00:00","3.417"
"162605","2021-04-28 00:00:00","3.407"
"162605","2021-04-27 00:00:00","3.361"
"162605","2021-04-26 00:00:00","3.301"
"162605","2021-04-23 00:00:00","3.338"
"162605","2021-04-22 00:00:00","3.255"
"162605","2021-04-21 00:00:00","3.271"
"162605","2021-04-20 00:00:00","3.232"
"162605","2021-04-19 00:00:00","3.201"
"162605","2021-04-19 00:00:00","3.137"
"162605","2021-04-16 00:00:00","3.137"
"162605","2021-04-15 00:00:00","3.113"
"162605","2021-04-14 00:00:00","3.146"
"162605","2021-04-13 00:00:00","3.105"
"162605","2021-04-12 00:00:00","3.102"
"162605","2021-04-09 00:00:00","3.152"
"162605","2021-04-08 00:00:00","3.23"
"162605","2021-04-07 00:00:00","3.176"
"162605","2021-04-06 00:00:00","3.25"
"162605","2021-04-02 00:00:00","3.302"
"162605","2021-04-01 00:00:00","3.213"
"162605","2021-03-31 00:00:00","3.134"
"162605","2021-03-30 00:00:00","3.19"
"162605","2021-03-29 00:00:00","3.131"
"162605","2021-03-26 00:00:00","3.107"
"162605","2021-03-25 00:00:00","3.002"
"162605","2021-03-24 00:00:00","2.994"
"162605","2021-03-23 00:00:00","2.988"
"162605","2021-03-22 00:00:00","2.986"
"162605","2021-03-19 00:00:00","2.981"
"162605","2021-03-18 00:00:00","3.068"
"162605","2021-03-17 00:00:00","2.998"
"162605","2021-03-16 00:00:00","2.955"
"162605","2021-03-15 00:00:00","2.917"
"162605","2021-03-12 00:00:00","3.055"
"162605","2021-03-11 00:00:00","3.035"
"162605","2021-03-10 00:00:00","2.946"
"162605","2021-03-09 00:00:00","2.837"
"162605","2021-03-08 00:00:00","2.901"
"162605","2021-03-05 00:00:00","3.112"
"162605","2021-03-04 00:00:00","3.109"
"162605","2021-03-03 00:00:00","3.263"
"162605","2021-03-02 00:00:00","3.201"
"162605","2021-03-01 00:00:00","3.287"
"162605","2021-02-26 00:00:00","3.254"
"162605","2021-02-25 00:00:00","3.325"
"162605","2021-02-24 00:00:00","3.338"
"162605","2021-02-23 00:00:00","3.494"
"162605","2021-02-22 00:00:00","3.503"
"162605","2021-02-19 00:00:00","3.732"
"162605","2021-02-18 00:00:00","3.73"
"162605","2021-02-10 00:00:00","3.883"
"162605","2021-02-09 00:00:00","3.752"
"162605","2021-02-08 00:00:00","3.682"
"162605","2021-02-05 00:00:00","3.634"
"162605","2021-02-04 00:00:00","3.549"
"162605","2021-02-03 00:00:00","3.536"
"162605","2021-02-02 00:00:00","3.536"
"162605","2021-02-01 00:00:00","3.433"
"162605","2021-01-29 00:00:00","3.408"
"162605","2021-01-28 00:00:00","3.38"
"162605","2021-01-27 00:00:00","3.465"
"162605","2021-01-26 00:00:00","3.488"
"162605","2021-01-25 00:00:00","3.589"
"162605","2021-01-22 00:00:00","3.455"
"162605","2021-01-21 00:00:00","3.394"
"162605","2021-01-20 00:00:00","3.32"
"162605","2021-01-19 00:00:00","3.263"
"162605","2021-01-18 00:00:00","3.344"
"162605","2021-01-15 00:00:00","3.508"
"162605","2021-01-14 00:00:00","3.525"
"162605","2021-01-13 00:00:00","3.619"
"162605","2021-01-12 00:00:00","3.69"
"162605","2021-01-11 00:00:00","3.589"
"162605","2021-01-08 00:00:00","3.658"
"162605","2021-01-07 00:00:00","3.748"
"162605","2021-01-06 00:00:00","3.657"
"162605","2021-01-05 00:00:00","3.617"
"162605","2021-01-04 00:00:00","3.503"
"161725","2022-03-04 00:00:00","1.142"
"161725","2022-03-03 00:00:00","1.1553"
"161725","2022-03-02 00:00:00","1.1954"
"161725","2022-03-01 00:00:00","1.2066"
"161725","2022-02-28 00:00:00","1.1812"
"161725","2022-02-25 00:00:00","1.1758"
"161725","2022-02-24 00:00:00","1.1643"
"161725","2022-02-23 00:00:00","1.2066"
"161725","2022-02-22 00:00:00","1.1963"
"161725","2022-02-21 00:00:00","1.2232"
"161725","2022-02-18 00:00:00","1.2264"
"161725","2022-02-17 00:00:00","1.2178"
"161725","2022-02-16 00:00:00","1.2241"
"161725","2022-02-15 00:00:00","1.2185"
"161725","2022-02-14 00:00:00","1.2"
"161725","2022-02-11 00:00:00","1.183"
"161725","2022-02-10 00:00:00","1.1761"
"161725","2022-02-09 00:00:00","1.1829"
"161725","2022-02-08 00:00:00","1.1327"
"161725","2022-02-07 00:00:00","1.1637"
"161725","2022-01-28 00:00:00","1.1632"
"161725","2022-01-27 00:00:00","1.2013"
"161725","2022-01-26 00:00:00","1.2146"
"161725","2022-01-25 00:00:00","1.2007"
"161725","2022-01-24 00:00:00","1.2274"
"161725","2022-01-21 00:00:00","1.237"
"161725","2022-01-20 00:00:00","1.2215"
"161725","2022-01-19 00:00:00","1.2019"
"161725","2022-01-18 00:00:00","1.2137"
"161725","2022-01-17 00:00:00","1.1929"
"161725","2022-01-14 00:00:00","1.1867"
"161725","2022-01-13 00:00:00","1.1947"
"161725","2022-01-12 00:00:00","1.2357"
"161725","2022-01-11 00:00:00","1.2296"
"161725","2022-01-10 00:00:00","1.2435"
"161725","2022-01-07 00:00:00","1.2489"
"161725","2022-01-06 00:00:00","1.2729"
"161725","2022-01-05 00:00:00","1.2899"
"161725","2022-01-04 00:00:00","1.3007"
"161725","2021-12-31 00:00:00","1.3083"
"161725","2021-12-30 00:00:00","1.3668"
"161725","2021-12-29 00:00:00","1.3537"
"161725","2021-12-28 00:00:00","1.4207"
"161725","2021-12-27 00:00:00","1.4064"
"161725","2021-12-24 00:00:00","1.4178"
"161725","2021-12-23 00:00:00","1.4095"
"161725","2021-12-22 00:00:00","1.3796"
"161725","2021-12-21 00:00:00","1.3768"
"161725","2021-12-20 00:00:00","1.3889"
"161725","2021-12-17 00:00:00","1.385"
"161725","2021-12-16 00:00:00","1.424"
"161725","2021-12-15 00:00:00","1.4479"
"161725","2021-12-14 00:00:00","1.4666"
"161725","2021-12-13 00:00:00","1.4544"
"161725","2021-12-10 00:00:00","1.4403"
"161725","2021-12-09 00:00:00","1.4435"
